"RprtDt","StateCd","NDISDsbltyGrpNm","ICDDsbltyNm","Primary","Reported","Secondary"
2021-12-31,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","384","426","42"
2021-12-31,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","996","1799","803"
2021-12-31,"QLD","Psychosocial disability","F32 - Major depressive illness","871","2884","2013"
2021-12-31,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","227","5412","5185"
2021-12-31,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","39","558","519"
2021-12-31,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","430","909","479"
2021-12-31,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","360","883","523"
2021-12-31,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","47","37-47"
2021-12-31,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1282","5114","3832"
2021-12-31,"QLD","Psychosocial disability","R63 - Anorexia","<11","13","3-13"
2021-12-31,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","22","12-22"
2021-12-31,"SA","Psychosocial disability","F19 - Other substance dependency","<11","26","16-26"
2021-12-31,"SA","Psychosocial disability","F20 - Schizophrenia","1782","2193","411"
2021-12-31,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","152","176","24"
2021-12-31,"SA","Psychosocial disability","F31 - Bipolar affective disorder","227","528","301"
2021-12-31,"SA","Psychosocial disability","F32 - Major depressive illness","171","639","468"
2021-12-31,"SA","Psychosocial disability","F41 - Other Anxiety disorders","64","1345","1281"
2021-12-31,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","14","141","127"
2021-12-31,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","96","197","101"
2021-12-31,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","132","323","191"
2021-12-31,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-12-31,"SA","Psychosocial disability","F99 - Other psychosocial disorders","429","1769","1340"
2021-12-31,"SA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-12-31,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-12-31,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-12-31,"TAS","Psychosocial disability","F20 - Schizophrenia","530","630","100"
2021-12-31,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","23","28","5"
2021-12-31,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","83","168","85"
2021-12-31,"TAS","Psychosocial disability","F32 - Major depressive illness","55","189","134"
2021-12-31,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","27","467","440"
2021-12-31,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","83","68"
2021-12-31,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","36","84","48"
2021-12-31,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","48","101","53"
2021-12-31,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-12-31,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","142","548","406"
2021-12-31,"TAS","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-12-31,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","148","138-148"
2021-12-31,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","168","158-168"
2021-12-31,"VIC","Psychosocial disability","F20 - Schizophrenia","7048","8635","1587"
2021-12-31,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","567","660","93"
2021-12-31,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1724","2952","1228"
2021-12-31,"VIC","Psychosocial disability","F32 - Major depressive illness","1784","4947","3163"
2021-12-31,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","771","8231","7460"
2021-12-31,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","90","717","627"
2021-12-31,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","473","1161","688"
2021-12-31,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","914","1822","908"
2021-12-31,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","41","31-41"
2021-12-31,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4089","10265","6176"
2021-12-31,"VIC","Psychosocial disability","R63 - Anorexia","<11","21","11-21"
2021-12-31,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","28","18-28"
2021-12-31,"WA","Psychosocial disability","F19 - Other substance dependency","<11","25","15-25"
2021-12-31,"WA","Psychosocial disability","F20 - Schizophrenia","2378","2715","337"
2021-12-31,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","173","214","41"
2021-12-31,"WA","Psychosocial disability","F31 - Bipolar affective disorder","394","700","306"
2021-12-31,"WA","Psychosocial disability","F32 - Major depressive illness","335","1015","680"
2021-12-31,"WA","Psychosocial disability","F41 - Other Anxiety disorders","125","1763","1638"
2021-12-31,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","19","198","179"
2021-12-31,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","164","381","217"
2021-12-31,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","158","335","177"
2021-12-31,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","25","15-25"
2021-12-31,"WA","Psychosocial disability","F99 - Other psychosocial disorders","737","2069","1332"
2021-12-31,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-06-30,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-06-30,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-06-30,"ACT","Psychosocial disability","F20 - Schizophrenia","603","661","58"
2021-06-30,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","15","16","1"
2021-06-30,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","130","193","63"
2021-06-30,"ACT","Psychosocial disability","F32 - Major depressive illness","46","150","104"
2021-06-30,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","28","297","269"
2021-06-30,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","45","35-45"
2021-06-30,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","13","31","18"
2021-06-30,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","33","59","26"
2021-06-30,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-06-30,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","168","467","299"
2021-06-30,"MIS","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-06-30,"MIS","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2021-06-30,"MIS","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-06-30,"MIS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2021-06-30,"MIS","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-06-30,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","157","147-157"
2021-06-30,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","192","182-192"
2021-06-30,"NSW","Psychosocial disability","F20 - Schizophrenia","8434","9937","1503"
2021-06-30,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","358","413","55"
2021-06-30,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1444","2698","1254"
2021-06-30,"NSW","Psychosocial disability","F32 - Major depressive illness","993","3201","2208"
2021-06-30,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","485","7919","7434"
2021-06-30,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","79","896","817"
2021-06-30,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","278","696","418"
2021-06-30,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","426","939","513"
2021-06-30,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","54","44-54"
2021-06-30,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1886","6240","4354"
2021-06-30,"NSW","Psychosocial disability","R63 - Anorexia","<11","15","5-15"
2021-06-30,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-06-30,"NT","Psychosocial disability","F19 - Other substance dependency","<11","11","1-11"
2021-06-30,"NT","Psychosocial disability","F20 - Schizophrenia","321","370","49"
2021-06-30,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","11","1-11"
2021-06-30,"NT","Psychosocial disability","F31 - Bipolar affective disorder","19","30","11"
2021-06-30,"NT","Psychosocial disability","F32 - Major depressive illness","18","41","23"
2021-06-30,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","78","68-78"
2021-06-30,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2021-06-30,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","11","1-11"
2021-06-30,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","14","4-14"
2021-06-30,"NT","Psychosocial disability","F99 - Other psychosocial disorders","49","124","75"
2021-06-30,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-06-30,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2021-06-30,"OT","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-06-30,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2021-06-30,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-06-30,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","78","68-78"
2021-06-30,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","69","59-69"
2021-06-30,"QLD","Psychosocial disability","F20 - Schizophrenia","4909","5748","839"
2021-06-30,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","248","272","24"
2021-06-30,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","851","1496","645"
2021-06-30,"QLD","Psychosocial disability","F32 - Major depressive illness","764","2414","1650"
2021-06-30,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","200","4693","4493"
2021-06-30,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","39","495","456"
2021-06-30,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","263","560","297"
2021-06-30,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","317","718","401"
2021-06-30,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","31","21-31"
2021-06-30,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1229","3984","2755"
2021-06-30,"QLD","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-06-30,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","20","10-20"
2021-06-30,"SA","Psychosocial disability","F19 - Other substance dependency","<11","23","13-23"
2021-06-30,"SA","Psychosocial disability","F20 - Schizophrenia","1639","1982","343"
2021-06-30,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","92","102","10"
2021-06-30,"SA","Psychosocial disability","F31 - Bipolar affective disorder","204","465","261"
2021-06-30,"SA","Psychosocial disability","F32 - Major depressive illness","153","545","392"
2021-06-30,"SA","Psychosocial disability","F41 - Other Anxiety disorders","59","1189","1130"
2021-06-30,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","14","128","114"
2021-06-30,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","62","126","64"
2021-06-30,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","112","262","150"
2021-06-30,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-06-30,"SA","Psychosocial disability","F99 - Other psychosocial disorders","420","1499","1079"
2021-06-30,"SA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-06-30,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-06-30,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-06-30,"TAS","Psychosocial disability","F20 - Schizophrenia","471","558","87"
2021-06-30,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","16","20","4"
2021-06-30,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","72","145","73"
2021-06-30,"TAS","Psychosocial disability","F32 - Major depressive illness","51","159","108"
2021-06-30,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","23","419","396"
2021-06-30,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","13","79","66"
2021-06-30,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","25","52","27"
2021-06-30,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","41","86","45"
2021-06-30,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-06-30,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","141","462","321"
2021-06-30,"TAS","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-06-30,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","126","116-126"
2021-06-30,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","140","130-140"
2021-06-30,"VIC","Psychosocial disability","F20 - Schizophrenia","6625","7940","1315"
2021-06-30,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","366","421","55"
2021-06-30,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1566","2614","1048"
2021-06-30,"VIC","Psychosocial disability","F32 - Major depressive illness","1585","4223","2638"
2021-06-30,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","727","7332","6605"
2021-06-30,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","84","628","544"
2021-06-30,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","297","725","428"
2021-06-30,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","819","1549","730"
2021-06-30,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","30","20-30"
2021-06-30,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4138","8040","3902"
2021-06-30,"VIC","Psychosocial disability","R63 - Anorexia","<11","14","4-14"
2021-06-30,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","22","12-22"
2021-06-30,"WA","Psychosocial disability","F19 - Other substance dependency","<11","23","13-23"
2021-06-30,"WA","Psychosocial disability","F20 - Schizophrenia","2110","2377","267"
2021-06-30,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","109","128","19"
2021-06-30,"WA","Psychosocial disability","F31 - Bipolar affective disorder","334","577","243"
2021-06-30,"WA","Psychosocial disability","F32 - Major depressive illness","288","832","544"
2021-06-30,"WA","Psychosocial disability","F41 - Other Anxiety disorders","116","1521","1405"
2021-06-30,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","19","172","153"
2021-06-30,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","96","234","138"
2021-06-30,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","133","259","126"
2021-06-30,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","20","10-20"
2021-06-30,"WA","Psychosocial disability","F99 - Other psychosocial disorders","698","1682","984"
2021-06-30,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-03-31,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-03-31,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-03-31,"ACT","Psychosocial disability","F20 - Schizophrenia","599","656","57"
2021-03-31,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","11","1-11"
2021-03-31,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","124","184","60"
2021-03-31,"ACT","Psychosocial disability","F32 - Major depressive illness","43","142","99"
2021-03-31,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","28","280","252"
2021-03-31,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","43","33-43"
2021-03-31,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","25","15-25"
2021-03-31,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","30","55","25"
2021-03-31,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-03-31,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","171","469","298"
2021-03-31,"MIS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-03-31,"MIS","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-03-31,"MIS","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2021-03-31,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","154","144-154"
2021-03-31,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","192","182-192"
2021-03-31,"NSW","Psychosocial disability","F20 - Schizophrenia","8089","9572","1483"
2021-03-31,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","262","303","41"
2021-03-31,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1393","2605","1212"
2021-03-31,"NSW","Psychosocial disability","F32 - Major depressive illness","916","2980","2064"
2021-03-31,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","467","7664","7197"
2021-03-31,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","70","863","793"
2021-03-31,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","192","487","295"
2021-03-31,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","402","884","482"
2021-03-31,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","46","36-46"
2021-03-31,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1873","6156","4283"
2021-03-31,"NSW","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-03-31,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-03-31,"NT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-03-31,"NT","Psychosocial disability","F20 - Schizophrenia","297","347","50"
2021-03-31,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","<11","<11"
2021-03-31,"NT","Psychosocial disability","F31 - Bipolar affective disorder","16","26","10"
2021-03-31,"NT","Psychosocial disability","F32 - Major depressive illness","12","32","20"
2021-03-31,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","72","62-72"
2021-03-31,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2021-03-31,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2021-03-31,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","12","2-12"
2021-03-31,"NT","Psychosocial disability","F99 - Other psychosocial disorders","49","120","71"
2021-03-31,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-03-31,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2021-03-31,"OT","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-03-31,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2021-03-31,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-03-31,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","73","63-73"
2021-03-31,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","63","53-63"
2021-03-31,"QLD","Psychosocial disability","F20 - Schizophrenia","4704","5533","829"
2021-03-31,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","199","219","20"
2021-03-31,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","799","1409","610"
2021-03-31,"QLD","Psychosocial disability","F32 - Major depressive illness","682","2236","1554"
2021-03-31,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","191","4520","4329"
2021-03-31,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","35","474","439"
2021-03-31,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","194","421","227"
2021-03-31,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","293","660","367"
2021-03-31,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","26","16-26"
2021-03-31,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1188","3897","2709"
2021-03-31,"QLD","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-03-31,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","20","10-20"
2021-03-31,"SA","Psychosocial disability","F19 - Other substance dependency","<11","23","13-23"
2021-03-31,"SA","Psychosocial disability","F20 - Schizophrenia","1542","1884","342"
2021-03-31,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","70","77","7"
2021-03-31,"SA","Psychosocial disability","F31 - Bipolar affective disorder","181","436","255"
2021-03-31,"SA","Psychosocial disability","F32 - Major depressive illness","143","513","370"
2021-03-31,"SA","Psychosocial disability","F41 - Other Anxiety disorders","57","1162","1105"
2021-03-31,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","126","111"
2021-03-31,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","52","101","49"
2021-03-31,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","101","249","148"
2021-03-31,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-03-31,"SA","Psychosocial disability","F99 - Other psychosocial disorders","415","1476","1061"
2021-03-31,"SA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-03-31,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-03-31,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-03-31,"TAS","Psychosocial disability","F20 - Schizophrenia","450","536","86"
2021-03-31,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","11","14","3"
2021-03-31,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","71","142","71"
2021-03-31,"TAS","Psychosocial disability","F32 - Major depressive illness","44","144","100"
2021-03-31,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","22","408","386"
2021-03-31,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","11","76","65"
2021-03-31,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","19","36","17"
2021-03-31,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","41","81","40"
2021-03-31,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-03-31,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","141","459","318"
2021-03-31,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","115","105-115"
2021-03-31,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","133","123-133"
2021-03-31,"VIC","Psychosocial disability","F20 - Schizophrenia","6390","7672","1282"
2021-03-31,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","267","305","38"
2021-03-31,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1511","2508","997"
2021-03-31,"VIC","Psychosocial disability","F32 - Major depressive illness","1464","3933","2469"
2021-03-31,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","716","7069","6353"
2021-03-31,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","79","599","520"
2021-03-31,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","204","501","297"
2021-03-31,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","781","1456","675"
2021-03-31,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","22","12-22"
2021-03-31,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4213","8055","3842"
2021-03-31,"VIC","Psychosocial disability","R63 - Anorexia","<11","13","3-13"
2021-03-31,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","21","11-21"
2021-03-31,"WA","Psychosocial disability","F19 - Other substance dependency","<11","21","11-21"
2021-03-31,"WA","Psychosocial disability","F20 - Schizophrenia","2004","2263","259"
2021-03-31,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","87","97","10"
2021-03-31,"WA","Psychosocial disability","F31 - Bipolar affective disorder","302","534","232"
2021-03-31,"WA","Psychosocial disability","F32 - Major depressive illness","261","755","494"
2021-03-31,"WA","Psychosocial disability","F41 - Other Anxiety disorders","110","1436","1326"
2021-03-31,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","18","160","142"
2021-03-31,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","67","164","97"
2021-03-31,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","121","235","114"
2021-03-31,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","15","5-15"
2021-03-31,"WA","Psychosocial disability","F99 - Other psychosocial disorders","683","1645","962"
2021-03-31,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-12-31,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-12-31,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-12-31,"ACT","Psychosocial disability","F20 - Schizophrenia","578","635","57"
2020-12-31,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","<11","<11"
2020-12-31,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","119","179","60"
2020-12-31,"ACT","Psychosocial disability","F32 - Major depressive illness","41","131","90"
2020-12-31,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","29","274","245"
2020-12-31,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","43","33-43"
2020-12-31,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","13","3-13"
2020-12-31,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","30","52","22"
2020-12-31,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-12-31,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","176","471","295"
2020-12-31,"MIS","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2020-12-31,"MIS","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2020-12-31,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","146","136-146"
2020-12-31,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","190","180-190"
2020-12-31,"NSW","Psychosocial disability","F20 - Schizophrenia","7770","9221","1451"
2020-12-31,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","160","187","27"
2020-12-31,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1298","2466","1168"
2020-12-31,"NSW","Psychosocial disability","F32 - Major depressive illness","821","2733","1912"
2020-12-31,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","445","7400","6955"
2020-12-31,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","67","833","766"
2020-12-31,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","109","287","178"
2020-12-31,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","377","824","447"
2020-12-31,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","28","18-28"
2020-12-31,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1828","6011","4183"
2020-12-31,"NSW","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F20 - Schizophrenia","295","338","43"
2020-12-31,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F31 - Bipolar affective disorder","13","23","10"
2020-12-31,"NT","Psychosocial disability","F32 - Major depressive illness","11","30","19"
2020-12-31,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","70","60-70"
